State,Company,City,Number of Workers,Received Date,Effective Date,Layoff/Closure,Temporary/Permanent,Union,Region,County,Industry,Notes
California,Google Inc.,Mountain View,94,01/13/2017,03/13/2017,Layoff Permanent,,,,,,
California,"Pandora Media, Inc.",Oakland,91,01/13/2017,01/13/2017,Layoff Permanent,,,,,,
California,"Morton Salt, Inc.",Newark,70,01/13/2017,04/03/2017,Closure Permanent,,,,,,
California,Sungevity,Oakland,66,01/13/2017,03/14/2017,Layoff Permanent,,,,,,
California,Visa Inc.,Foster City,58,01/13/2017,03/20/2017,Layoff Permanent,,,,,,
California,Intel Corporation,Santa Clara,54,01/13/2017,02/24/2017,Layoff Permanent,,,,,,
California,"Theranos, Inc.",Newark,53,01/13/2017,03/08/2017,Layoff Permanent,,,,,,
California,Crownpeak Technology/TriNet PEO,Los Angeles,20,01/13/2017,03/13/2017,Closure Unknown at this time,,,,,,
California,Atmel Corporation,San Jose,9,01/13/2017,03/04/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Davis,9,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Fairfield,9,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Santa Rosa,6,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Lodi,4,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,San Jose,4,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Pismo Beach,3,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Marysville,1,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Modesto,1,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,San Carlos,1,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Ukiah,1,01/13/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Antioch,107,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Rancho Cordova,11,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Auburn,8,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Clovis,6,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Chico,4,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Oakland,3,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Fremont,2,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Merced,2,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Salinas,2,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Bakersfield,1,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,Pacific Gas and Electric Company,Hollister,1,01/12/2017,03/18/2017,Layoff Permanent,,,,,,
California,"Rakuten Commerce LLC, dba",Aliso Viejo,73,01/11/2017,03/31/2017,Closure Permanent,,,,,,
California,Glu Mobile Inc.,Long Beach,70,01/11/2017,03/11/2017,Layoff Permanent,,,,,,
California,National Steel and Shipbuilding,San Diego,844,01/10/2017,01/09/2017,Layoff Permanent,,,,,,
California,"Alaska Air Group, Inc.",Burlingame,275,01/10/2017,10/11/2016,Layoff Permanent,,,,,,
California,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,15,01/10/2017,02/22/2017,Layoff Permanent,,,,,,
California,Verizon Wireless,Rancho Cordova,1070,01/09/2017,01/28/2017,Layoff Permanent,,,,,,
California,Macy's,San Diego,193,01/09/2017,03/06/2017,Closure Permanent,,,,,,
California,Macy's,San Francisco,16,01/09/2017,03/06/2017,Closure Permanent,,,,,,
California,Macy's,Santa Barbara,96,01/06/2017,03/06/2017,Closure Permanent,,,,,,
California,"CKE Restaurants Holdings, Inc.",Carpinteria,25,01/04/2017,03/06/2017,Closure Permanent,,,,,,
California,TGI Friday's,Yorba Linda,42,01/03/2017,03/06/2017,Closure Permanent,,,,,,
California,Freeport-McMoRan Oil & Gas LLC,Bakersfield,31,12/30/2016,02/28/2017,Layoff Permanent,,,,,,
California,Freeport-McMoRan Oil & Gas LLC,Los Angeles,13,12/30/2016,02/28/2017,Layoff Permanent,,,,,,
California,Freeport-McMoRan Oil & Gas LLC,Goleta,4,12/30/2016,02/28/2017,Layoff Permanent,,,,,,
California,Freeport-McMoRan Oil & Gas LLC,Newport Beach,2,12/30/2016,02/28/2017,Layoff Permanent,,,,,,
California,Freeport-McMoRan Oil & Gas LLC,Oxnard,1,12/30/2016,02/28/2017,Layoff Permanent,,,,,,
California,Bristol Farms,San Francisco,82,12/29/2016,01/28/2017,Closure Permanent,,,,,,
California,XOMA Corporation,Berkeley,57,12/29/2016,02/21/2017,Layoff Permanent,,,,,,
California,Louis Vuitton USA Inc.,San Francisco,37,12/29/2016,03/04/2017,Closure Permanent,,,,,,
California,"OneRoof Energy, Inc.",San Diego,63,12/22/2016,02/18/2017,Layoff Permanent,,,,,,
California,"Teva Pharmaceuticals USA, Inc.",Corona,49,12/22/2016,03/03/2017,Layoff Permanent,,,,,,
California,Boeing Company,Huntington Beach,13,12/21/2016,02/17/2017,Layoff Unknown at this time,,,,,,
California,Boeing Company,El Segundo,9,12/21/2016,02/17/2017,Layoff Unknown at this time,,,,,,
California,Ryder,Rialto,28,12/20/2016,01/13/2017,Layoff Permanent,,,,,,
California,"GBW Railcar Services, LLC",Mira Loma,142,12/19/2016,02/25/2017,Closure Permanent,,,,,,
California,Pfizer Inc,San Francisco,200,12/16/2016,02/15/2017,Layoff Unknown at this time,,,,,,
California,"SunEdison, Inc.",Belmont,16,12/16/2016,12/15/2016,Layoff Permanent,,,,,,
California,Global Paratransit Inc.,Gardena,105,12/15/2016,02/28/2017,Layoff Permanent,,,,,,
California,Ozumo Oakland LLC,Oakland,45,12/14/2016,11/19/2016,Closure Permanent,,,,,,
California,"61 N Raymond, Inc.",Pasadena,154,12/12/2016,02/07/2016,Closure Permanent,,,,,,
California,"8009 Day Burgers, Inc.",Rancho,136,12/12/2016,02/07/2016,Closure Permanent,,,,,,
California,"24356 Swartz Burgers, Inc.",San Marcos,105,12/12/2016,02/07/2016,Closure Permanent,,,,,,
California,Atmel Corporation,San Jose,45,12/12/2016,02/03/2017,Layoff Permanent,,,,,,
California,"Beepi, Inc.",Mountain View,102,12/08/2016,12/07/2016,Closure Permanent,,,,,,
California,"Slater’s 50/50, Inc.",San Diego,145,12/07/2016,02/07/2016,Closure Permanent,,,,,,
California,"Slater’s 50/50, Inc.",Huntington Beach,101,12/07/2016,02/07/2016,Closure Permanent,,,,,,
California,"Slater's 50/50, Inc.",Anaheim,88,12/07/2016,02/07/2016,Closure Permanent,,,,,,
California,Symantec Corporation,Mountain View,84,12/07/2016,02/01/2017,Layoff Permanent,,,,,,
California,"Blue Coat Systems, Inc.",Mountain View,27,12/07/2016,02/01/2017,Layoff Permanent,,,,,,
California,"Princess Cruise Lines, Ltd.",Santa Clarita,61,12/06/2016,02/04/2017,Layoff Permanent,,,,,,
California,Sea World LLC,San Diego,60,12/06/2016,02/04/2017,Layoff Permanent,,,,,,
California,SunPower Corporation,Richmond,59,12/06/2016,02/03/2017,Layoff Permanent,,,,,,
California,SunPower Corporation,San Jose,57,12/06/2016,02/03/2017,Layoff Permanent,,,,,,
California,Transamerica Life Insurance Company,Los Angeles,320,12/05/2016,02/03/2017,Closure Permanent,,,,,,
California,Kuleto's,San Francisco,102,12/05/2016,01/03/2017,Closure Permanent,,,,,,
California,"Prospect Mortgage, LLC",Sherman Oaks,94,12/05/2016,01/31/2017,Layoff Permanent,,,,,,
California,Target,Cupertino,208,12/01/2016,01/28/2017,Closure Permanent,,,,,,
California,"Encore Repair Services, LLC",Simi Valley,116,12/01/2016,02/17/2017,Closure Permanent,,,,,,
California,"GoPro, Inc.",San Mateo,138,11/30/2016,11/30/2016,Layoff Permanent,,,,,,
California,"Anthony's Fish Grotto of La Mesa, Inc.",San Diego,136,11/30/2016,01/31/2017,Closure Permanent,,,,,,
California,"BlueScope Buildings North America, Inc.",Turlock,51,11/30/2016,03/03/2017,Closure Permanent,,,,,,
California,"Dole Packaged Foods, LLC",Stockton,30,11/30/2016,01/31/2017,Closure Permanent,,,,,,
California,"Teva Pharmaceuticals USA, Inc.",Corona,19,11/30/2016,02/03/2017,Layoff Permanent,,,,,,
California,"SunEdison, Inc.",Belmont,10,11/30/2016,11/30/2016,Layoff Permanent,,,,,,
California,Pebble Technology Corporation,Redwood City,82,11/29/2016,12/09/2016,Closure Permanent,,,,,,
California,Chili's Restaurant,Huntington Beach,46,11/28/2016,01/23/2017,Closure Permanent,,,,,,
California,Boeing Company,El Segundo,45,11/28/2016,01/20/2017,Layoff Unknown at this time,,,,,,
California,Boeing Company,Huntington Beach,13,11/28/2016,01/20/2017,Layoff Unknown at this time,,,,,,
California,JBS USA Food Company,Santa Fe Springs,647,11/23/2016,08/16/2016,Closure Unknown at this time,,,,,,
California,"Hino Motors Manufacturing U.S.A., Inc.",Ontario,135,11/23/2016,01/27/2017,Closure Permanent,,,,,,
California,Kett Engineering Corporation,California City,62,11/21/2016,01/29/2017,Layoff Permanent,,,,,,
California,Hewlett Packard Enterprise,Sunnyvale,208,11/18/2016,08/26/2016,Layoff Permanent,,,,,,
California,DreamWorks Animation and,Glendale,170,11/18/2016,01/20/2017,Layoff Permanent,,,,,,
California,Schawk/SGK,Cupertino,85,11/17/2016,12/31/2016,Layoff Permanent,,,,,,
California,UPS,Oakland,470,11/16/2016,01/14/2017,Closure Temporary,,,,,,
California,Competitive Edge Research &,San Diego,85,11/16/2016,01/16/2017,Closure Unknown at this time,,,,,,
California,Broadcom and Avago,Irvine,771,11/15/2016,03/31/2016,Layoff Permanent,,,,,,
California,Broadcom and Avago,Santa Clara,435,11/15/2016,03/31/2016,Layoff Permanent,,,,,,
California,"Violin Memory, Inc.",Santa Clara,106,11/15/2016,01/15/2017,Layoff Permanent,,,,,,
California,Intel Corporation,Santa Clara,84,11/15/2016,12/31/2016,Layoff Permanent,,,,,,
California,"KPS Global, LLC",Chino,78,11/15/2016,01/15/2017,Closure Permanent,,,,,,
California,Broadcom,San Diego,64,11/15/2016,09/13/2016,Layoff Permanent,,,,,,
California,Broadcom and Avago,San Jose,48,11/15/2016,03/31/2016,Layoff Permanent,,,,,,
California,GENCO,Redlands,26,11/15/2016,01/31/2017,Closure Permanent,,,,,,
California,Hewlett Packard Enterprise,Palo Alto,258,11/14/2016,07/01/2016,Layoff Permanent,,,,,,
California,Legacy Supply Chain Services,Fontana,220,11/14/2016,12/23/2016,Closure Permanent,,,,,,
California,"Bienvenidos Children Center, Inc.",Los Angeles,13,11/14/2016,12/31/2016,Layoff Unknown at this time,,,,,,
California,FoodsCo Store,Redwood City,69,11/10/2016,01/07/2016,Closure Unknown at this time,,,,,,
California,QuinStreet,Foster City,57,11/10/2016,01/09/2017,Layoff Permanent,,,,,,
California,Ardea Biosciences,San Diego,193,11/08/2016,07/08/2016,Layoff Permanent,,,,,,
California,Hewlett Packard Enterprise,Citrus Heights,143,11/08/2016,07/01/2016,Layoff Permanent,,,,,,
California,Western Health Resources (Western,San Diego,120,11/08/2016,01/07/2017,Closure Permanent,,,,,,
California,"Harbor View Farms, LLC",Oxnard,97,11/08/2016,12/31/2016,Layoff Permanent,,,,,,
California,"Meggitt (North Hollywood), Inc.",Corona,96,11/08/2016,01/09/2017,Closure Permanent,,,,,,
California,First Transit,Bakersfield,91,11/08/2016,12/31/2016,Closure Permanent,,,,,,
California,"Marvell Semiconductor, Inc.",Aliso Viejo,20,11/08/2016,01/03/2017,Layoff Permanent,,,,,,
California,"Marvell Semiconductor, Inc.",Folsom,12,11/08/2016,01/03/2017,Layoff Permanent,,,,,,
California,YMCA of Metropolitan Los Angeles,Los Angeles,3,11/08/2016,01/06/2017,Closure Permanent,,,,,,
California,"American Apparel, LLC",Los Angeles,2166,11/07/2016,01/06/2017,Closure Permanent,,,,,,
California,"American Apparel, LLC",South Gate,959,11/07/2016,01/06/2017,Closure Permanent,,,,,,
California,"American Apparel, LLC",Garden Grove,332,11/07/2016,01/06/2017,Closure Permanent,,,,,,
California,Visa Inc.,Foster City,213,11/07/2016,01/06/2017,Layoff Permanent,,,,,,
California,"Cisco Systems, Inc.",San Jose,42,11/04/2016,11/02/2016,Layoff Permanent,,,,,,
California,"NetApp, Inc.",Sunnyvale,160,11/03/2016,01/06/2017,Layoff Permanent,,,,,,
California,"Teva Pharmaceuticals USA, Inc.",Corona,29,11/03/2016,01/06/2017,Layoff Permanent,,,,,,
California,"Marvell Semiconductor, Inc.",Santa Clara,139,11/02/2016,01/03/2017,Layoff Permanent,,,,,,
California,Adient US LLC,Fremont,40,11/02/2016,10/28/2016,Closure Permanent,,,,,,
California,Brake Parts Inc.,Chowchilla,3,11/02/2016,12/30/2016,Closure Permanent,,,,,,
California,Boeing Company,El Segundo,15,11/01/2016,01/02/2017,Layoff Unknown at this time,,,,,,
California,Boeing Company,Huntington Beach,9,11/01/2016,01/02/2017,Layoff Unknown at this time,,,,,,
California,AT&T,San Ramon,102,10/31/2016,12/27/2016,Layoff Permanent,,,,,,
California,"Native Bouquet, LLC",Oceanside,97,10/31/2016,12/31/2016,Closure Permanent,,,,,,
California,"Aeroflex/Metelics, Inc.",Sunnyvale,97,10/31/2016,12/31/2016,Closure Permanent,,,,,,
California,CAM-BAS Inc.,San Jose,44,10/28/2016,01/16/2017,Closure Temporary,,,,,,
California,"Norm's Restaurants, LLC",Los Angeles,73,10/27/2016,12/26/2016,Closure Permanent,,,,,,
California,"Twitter, Inc.",San Francisco,67,10/27/2016,12/27/2016,Layoff Permanent,,,,,,
California,"SunEdison, Inc.",Belmont,15,10/27/2016,10/27/2016,Layoff Permanent,,,,,,
California,"Veolia ES Industrial Services, Inc.",Benicia,57,10/26/2016,12/05/2016,Closure Permanent,,,,,,
California,"Micrel, Inc.",San Jose,41,10/26/2016,12/26/2016,Layoff Permanent,,,,,,
California,"athenahealth, Inc.",San Francisco,103,10/25/2016,12/30/2016,Layoff Permanent,,,,,,
California,"Nestle USA, Inc.",Modesto,78,10/25/2016,12/24/2016,Layoff Temporary,,,,,,
California,"Ricoh Electronics, Inc.",Tustin,147,10/24/2016,01/03/2017,Layoff Permanent,,,,,,
California,AVCORP Composite Fabrication,Gardena,61,10/24/2016,12/23/2016,Layoff Permanent,,,,,,
California,Associated Third Party Administrators,Alameda,192,10/21/2016,11/15/2016,Closure Permanent,,,,,,
California,Associated Third Party Administrators,San Diego,7,10/21/2016,11/15/2016,Closure Permanent,,,,,,
California,Associated Third Party Administrators,Concord,13,10/20/2016,11/15/2016,Closure Permanent,,,,,,
California,Utilimap Corporation,San Ramon,5,10/20/2016,11/15/2016,Layoff Permanent,,,,,,
California,Associated Third Party Administrators,San Francisco,4,10/20/2016,11/15/2016,Closure Permanent,,,,,,
California,Associated Third Party Administrators,San Francisco,2,10/20/2016,11/15/2016,Closure Permanent,,,,,,
California,Shire,Los Angeles,360,10/19/2016,01/13/2017,Layoff Permanent,,,,,,
California,Channel Technologies Group LLC,Santa Barbara,198,10/18/2016,12/20/2016,Closure Permanent,,,,,,
California,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,95,10/18/2016,12/12/2016,Layoff Permanent,,,,,,
California,ngmoco LLC,San Francisco,93,10/18/2016,12/17/2016,Closure Permanent,,,,,,
California,Ralphs Grocery Company,Los Angeles,87,10/18/2016,01/03/2017,Closure Unknown at this time,,,,,,
California,Boeing Company,El Segundo,33,10/18/2016,12/16/2016,Layoff Unknown at this time,,,,,,
California,Boeing Company,Huntington Beach,13,10/18/2016,12/16/2016,Layoff Unknown at this time,,,,,,
California,Brake Parts Inc.,Chowchilla,1,10/18/2016,12/13/2016,Closure Permanent,,,,,,
California,Thermo Fisher Scientific,San Diego,44,10/17/2016,09/30/2017,Closure Permanent,,,,,,
California,Thermo Fisher Scientific,Santa Clara,38,10/17/2016,03/31/2017,Layoff Permanent,,,,,,
California,Thermo Fisher Scientific,Hercules,2,10/17/2016,12/30/2016,Closure Permanent,,,,,,
California,"Bert-Co Industries, Inc.",Ontario,106,10/14/2016,12/25/2016,Layoff Unknown at this time,,,,,,
California,Stone Brewing Co.,Escondido,51,10/14/2016,12/12/2016,Layoff Permanent,,,,,,
California,"TreeHouse Private Brands, Inc.",Azusa,647,10/11/2016,12/05/2016,Closure Permanent,,,,,,
California,"Sierra Food Group, Inc.",Fresno,46,10/11/2016,12/09/2016,Layoff Permanent,,,,,,
California,Red Lion Hotel Woodlake Center,Sacramento,120,10/10/2016,12/12/2016,Closure Permanent,,,,,,
California,"Benchmark Electronics, Inc.",Anaheim,89,10/10/2016,03/31/2017,Closure Permanent,,,,,,
California,"Theranos, Inc.",Newark,72,10/10/2016,12/05/2016,Layoff Permanent,,,,,,
California,"Theranos, Inc.",Palo Alto,62,10/10/2016,12/05/2016,Layoff Permanent,,,,,,
California,Boeing Company,El Segundo,3,10/10/2016,12/02/2016,Layoff Temporary,,,,,,
California,ITT Corporation,Valencia,2,10/10/2016,12/01/2016,Closure Permanent,,,,,,
California,"Savant Systems, LLC",San Francisco,18,10/07/2016,12/06/2016,Closure Permanent,,,,,,
California,First Transit,Anaheim,319,10/06/2016,11/30/2016,Closure Permanent,,,,,,
California,"CareFusion Resources, LLC",San Diego,128,10/06/2016,09/30/2016,Layoff Permanent,,,,,,
California,NPL Construction Co.,Union City,106,10/05/2016,12/03/2016,Closure Permanent,,,,,,
California,Kmart,Los Angeles,234,10/03/2016,12/11/2016,Closure Permanent,,,,,,
California,Kmart,Fontana,133,10/03/2016,12/11/2016,Closure Permanent,,,,,,
California,Sutter VNA & Hospice,Roseville,20,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Concord,15,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Novato,15,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Sacramento,15,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,San Leandro,15,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Modesto,14,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,San Mateo,14,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Santa Cruz,14,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,San Francisco,11,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Santa Rosa,10,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Yuba City,8,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,Sutter VNA & Hospice,Salinas,3,10/03/2016,12/02/2016,Layoff Permanent,,,,,,
California,MSE Technologies LLC,Van Nuys,115,09/30/2016,11/29/2016,Layoff Permanent,,,,,,
California,"Davidson Motors, Inc. dba Lexus of",Riverside,103,09/30/2016,10/17/2016,Layoff Permanent,,,,,,
California,Tree Island Wire (USA) Inc,Pomona,16,09/30/2016,11/30/2016,Closure Permanent,,,,,,
California,"SunEdison, Inc.",Belmont,9,09/30/2016,09/29/2016,Layoff Permanent,,,,,,
California,"SunEdison, Inc.",San Francisco,2,09/30/2016,09/29/2016,Layoff Permanent,,,,,,
California,Hotel Nikko San Francisco,San Francisco,336,09/29/2016,11/28/2016,Closure Temporary,,,,,,
California,"Adecco USA, Inc.",Jurupa Valley,129,09/29/2016,01/31/2017,Closure Permanent,,,,,,
California,Motorola Mobility LLC,Sunnyvale,58,09/28/2016,12/02/2016,Closure Permanent,,,,,,
California,"Teva Pharmaceuticals USA, Inc.",Corona,11,09/28/2016,12/02/2016,Layoff Permanent,,,,,,
California,Motorola Mobility LLC,Santa Clara,9,09/28/2016,12/02/2016,Layoff Permanent,,,,,,
California,"World Courier Ground, Inc.",Burlingame,66,09/27/2016,12/02/2016,Closure Permanent,,,,,,
California,Balboa Water Group,Valencia,245,09/26/2016,01/06/2017,Closure Permanent,,,,,,
California,Cypress Semiconductor Corporation,San Jose,103,09/26/2016,11/28/2016,Layoff Permanent,,,,,,
California,Ryder,Fontana,11,09/26/2016,11/21/2016,Closure Permanent,,,,,,
California,"Varengo, Inc.",Anaheim,60,09/22/2016,11/15/2016,Layoff Permanent,,,,,,
California,"Varengo, Inc.",Torrance,22,09/22/2016,11/15/2016,Layoff Permanent,,,,,,
California,DreamWorks Animation and,Glendale,226,09/20/2016,11/18/2016,Layoff Permanent,,,,,,
California,Synaptics Incorporated,San Jose,77,09/20/2016,07/31/2016,Layoff Permanent,,,,,,
California,Sony Computer Entertainment America,San Diego,40,09/20/2016,09/14/2016,Layoff Permanent,,,,,,
California,"Oakley, Inc.",Mira Loma,119,09/19/2016,01/31/2017,Closure Unknown at this time,,,,,,
California,Boeing Company,El Segundo,59,09/19/2016,11/18/2016,Layoff Unknown at this time,,,,,,
California,Boeing Company,Huntington Beach,23,09/19/2016,11/18/2016,Layoff Unknown at this time,,,,,,
California,Southern California Edison Company,Rosemead,43,09/16/2016,10/22/2016,Layoff Permanent,,,,,,
California,The Carlstar Group,Ontario,139,09/14/2016,12/02/2016,Closure Permanent,,,,,,
California,"VF Contemporary Brands, Inc.",Los Angeles,55,09/13/2016,09/12/2016,Layoff Permanent,,,,,,
California,"VF Contemporary Brands, Inc.",Vernon,50,09/13/2016,09/12/2016,Layoff Permanent,,,,,,
California,Symantec Corporation,Mountain View,23,09/13/2016,11/02/2016,Layoff Permanent,,,,,,
California,Brake Parts Inc.,Chowchilla,1,09/13/2016,10/31/2016,Closure Permanent,,,,,,
California,"Zodiac Seat Shells U.S., LLC",Santa Maria,205,09/09/2016,10/26/2016,Layoff Permanent,,,,,,
California,The Hertz Corporation,San Francisco,156,09/09/2016,11/08/2016,Layoff Permanent,,,,,,
California,Tech Sol LLC,Chula Vista,102,09/08/2016,09/30/2016,Closure Permanent,,,,,,
California,Keil's Food Stores,Clairemont,48,09/08/2016,11/01/2016,Closure Permanent,,,,,,
California,"SunEdison, Inc.",Belmont,17,09/08/2016,09/07/2016,Layoff Permanent,,,,,,
California,"ITT Technical Services, Inc.",Rancho Cordova,104,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",National City,91,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Sylmar,87,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Orange,76,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",San Bernardino,70,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Torrance,67,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Clovis,52,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Lathrop,48,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",San Dimas,48,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Corona,45,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Oxnard,38,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Concord,29,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,"ITT Technical Services, Inc.",Oakland,25,09/07/2016,09/06/2016,Closure Permanent,,,,,,
California,Menzies Aviation,San Jose,85,09/06/2016,11/02/2016,Layoff Permanent,,,,,,
California,Morning Sun Shirt Company,Garden Grove,76,09/06/2016,11/07/2016,Closure Permanent,,,,,,
California,Valley Medical Oncology Consultants,Castro Valley,102,09/02/2016,11/01/2016,Layoff Permanent,,,,,,
California,Valley Medical Oncology Consultants,Los Gatos,29,09/02/2016,11/01/2016,Layoff Permanent,,,,,,
California,Valley Medical Oncology Consultants,Mountain View,9,09/02/2016,11/01/2016,Layoff Permanent,,,,,,
California,Pacific Laser Systems,San Rafael,69,09/01/2016,10/31/2016,Closure Permanent,,,,,,
California,Xerox Business Services,Irvine,19,09/01/2016,10/31/2016,Layoff Permanent,,,,,,
California,"Teva Pharmaceuticals USA, Inc.",Corona,14,09/01/2016,11/04/2016,Layoff Permanent,,,,,,
California,"BCBG Max Azria Group, LLC",Vernon,123,08/31/2016,11/01/2016,Layoff Permanent,,,,,,
California,"Kyocera Precisions Tools, Inc.",San Jose,7,08/31/2016,09/30/2016,Closure Permanent,,,,,,
California,DrJays.com,San Diego,3,08/31/2016,10/31/2016,Closure Unknown at this time,,,,,,
California,"Border Grill Santa Monica, LP",Santa Monica,64,08/30/2016,10/28/2016,Closure Permanent,,,,,,
California,"Genworth Financial, Inc.",San Rafael,58,08/30/2016,10/30/2016,Closure Unknown at this time,,,,,,
California,"US Lines, LLC",Newport Beach,92,08/29/2016,10/28/2016,Closure Permanent,,,,,,
California,National Oilwell Varco,Orange,72,08/29/2016,10/25/2016,Layoff Permanent,,,,,,
California,"Ashley Furniture Industries, Inc.",Colton,900,08/26/2016,10/25/2016,Closure Permanent,,,,,,
California,The Lash Group,San Bruno,133,08/26/2016,10/28/2016,Closure Permanent,,,,,,
California,"Western Digital Technologies, Inc.",Milpitas,59,08/25/2016,10/24/2016,Layoff Permanent,,,,,,
California,Ericsson Inc.,San Jose,435,08/23/2016,10/21/2016,Closure Permanent,,,,,,
California,SolarCity Corporation,San Mateo,80,08/23/2016,10/19/2016,Layoff Permanent,,,,,,
California,SolarCity Corporation,San Francisco,28,08/23/2016,10/19/2016,Layoff Permanent,,,,,,
California,Safeway Inc.,Pleasanton,1,08/23/2016,10/21/2016,Layoff Unknown at this time,,,,,,
California,Boeing Company,Huntington Beach,37,08/22/2016,10/21/2016,Layoff Unknown at this time,,,,,,
California,Boeing Company,El Segundo,20,08/22/2016,10/21/2016,Layoff Unknown at this time,,,,,,
California,"FireEye, Inc.",Milpitas,80,08/19/2016,10/10/2016,Layoff Permanent,,,,,,
California,"Cisco Systems, Inc.",San Jose,899,08/18/2016,08/18/2016,Layoff Permanent,,,,,,
California,Gardens Regional Hospital and Medical,Hawaiian Gardens,318,08/18/2016,11/01/2016,Layoff Permanent,,,,,,
California,QLogic Corporation,Aliso Viejo,69,08/18/2016,10/17/2016,Layoff Permanent,,,,,,
California,Silgan Containers,Modesto,30,08/18/2016,10/16/2016,Layoff Temporary,,,,,,
California,Silgan Containers,Riverbank,177,08/17/2016,10/16/2016,Layoff Temporary,,,,,,
California,"Morton Salt, Inc.",Newark,70,08/17/2016,12/07/2016,Closure Permanent,,,,,,
California,Brooks Institute,Ventura,169,08/15/2016,10/31/2016,Closure Permanent,,,,,,
California,AMVETS Department of California,Chula Vista,16,08/15/2016,10/07/2016,Closure Permanent,,,,,,
California,MedRisk,Calabasas,4,08/15/2016,10/15/2016,Closure Permanent,,,,,,
California,"Xerox Business Services, LLC",Los Angeles,11,08/12/2016,10/14/2016,Layoff Permanent,,,,,,
California,"G2 Secure Staff, LLC",Los Angeles,90,08/11/2016,10/12/2016,Layoff Permanent,,,,,,
California,Brake Parts Inc.,Chowchilla,1,08/09/2016,10/05/2016,Closure Permanent,,,,,,
California,"SunEdison, Inc.",Belmont,15,08/08/2016,08/04/2016,Layoff Permanent,,,,,,
