State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
Texas,Post Acute Specialty Hospital-PAM Sepcialty Hosptial,Corpus Ch,65,2/25/2019,4/20/2019,,,,Coastal Bend WDA,Nueces,,
Texas,"AmerisourceBergen-H.D. Smith, LLC",Flower Mound,17,2/25/2019,4/26/2019,,,,North Central Texas WDA,Denton,,
Texas,Payless Shoesource-Dallas Corp. Office,Dallas,75,2/25/2019,2/19/2019,,,,Dallas County WDA,Dallas,,
Texas,Encana Service Company,The Woodlands,274,2/18/2019,5/31/2019,,,,Gulf Coast WDA,Montgomery,,
Texas,Rosenberger N.A.,Plano,74,2/13/2019,4/15/2019,,,,North Central Texas WDA,Collin,,
Texas,Spectrum Pharmaceuticals,Colleyville,1,2/13/2019,3/15/2019,,,,Tarrant County WDA,Tarrant,,
Texas,VF Jeanswear - El Paso5,El Paso,25,2/11/2019,4/13/2019,,,,Borderplexjobs WDA,El Paso,,
Texas,Post Acute Specialty Hospital of Corpus Christi,Corpus Ch,162,2/11/2019,4/11/2019,,,,Coastal Bend WDA,Nueces,,
Texas,"Alta Mesa Services, LP",Houston,58,2/8/2019,2/5/2019,,,,Gulf Coast WDA,Harris,,
Texas,"KCI USA, Inc.",San Antonio,210,2/6/2019,7/5/2019,,,,Alamo WDA,Bexar,,
Texas,"Penske Logistics, LLC - Midland",Midland,65,2/4/2019,2/4/2019,,,,Permian Basin WDA,Midland,,
Texas,Yodle.com- Yodle Web.com,Austin,155,2/1/2019,2/1/2019,,,,Capital Area WDA,Travis,,
Texas,Children's Health System of Texas,Dallas,93,1/31/2019,4/1/2019,,,,Dallas County WDA,Dallas,,
Texas,Blue Apron- Arlington,Arlington,206,1/31/2019,4/1/2019,,,,Tarrant County WDA,Tarrant,,
Texas,Kimberly Clark-Holeman Distribution,Paris,126,1/31/2019,3/31/2019,,,,North East Texas WDA,Lamar,,
Texas,Boeing Company,Houston,6,1/29/2019,3/22/2019,,,,Gulf Coast WDA,Harris,,
Texas,Sears Fashion Distribution Center2,Garland,84,1/18/2019,3/22/2019,,,,Dallas County WDA,Dallas,,
Texas,"Sodexo, Inc.-AA Admirals Club",DFW Airport,98,1/18/2019,3/31/2019,,,,Tarrant County WDA,Tarrant,,
Texas,AllianceOne Receivables Management,Dallas,236,1/15/2019,3/30/2019,,,,Dallas County WDA,Dallas,,
Texas,AllianceOne Receivables Management,Dallas,236,1/15/2019,3/30/2019,,,,Dallas County WDA,Dallas,,
Texas,Kohl's-Dallas,Dallas,330,1/11/2019,3/11/2019,,,,Dallas County WDA,Dallas,,
Texas,Kohl's-Dallas,Dallas,330,1/11/2019,3/11/2019,,,,Dallas County WDA,Dallas,,
Texas,Chariot Transit Inc.,Austin,79,1/10/2019,3/15/2019,,,,Capital Area WDA,Travis,,
Texas,R1 RCM Inc.,Austin,65,1/9/2019,4/12/2019,,,,Capital Area WDA,Travis,,
Texas,R1 RCM Inc.,Austin,65,1/9/2019,4/12/2019,,,,Capital Area WDA,Travis,,
Texas,Pier 1 Imports-Mansfield,Mansfield,65,1/7/2019,3/8/2019,,,,Tarrant County WDA,Tarrant,,
Texas,Pier 1 Imports-Mansfield,Mansfield,65,1/7/2019,3/8/2019,,,,Tarrant County WDA,Tarrant,,
Texas,Nestle USA,Fort Worth,42,1/4/2019,3/8/2019,,,,Tarrant County WDA,Tarrant,,
Texas,Nestle USA,Fort Worth,42,1/4/2019,3/8/2019,,,,Tarrant County WDA,Tarrant,,
Texas,Boeing Company,Houston,1,12/27/2018,2/2/2019,,,,Gulf Coast WDA,Harris,,
Texas,Wildhorse Resource Development Corp.,Houston,94,12/13/2018,2/1/2019,,,,Gulf Coast WDA,Harris,,
Texas,Tandem Hospital Partners,Houston,62,12/11/2018,12/7/2018,,,,Gulf Coast WDA,Harris,,
Texas,Rockdale Family Care Center,Rockdale,45,12/5/2018,11/30/2018,,,,Central Texas WDA,Milam,,
Texas,Petrobras America Inc.,Houston,121,12/3/2018,2/28/2019,,,,Gulf Coast WDA,Harris,,
Texas,Rockdale Downtown Medical Clinic,Rockdale,45,12/3/2018,11/30/2018,,,,Central Texas WDA,Milam,,
Texas,Cameron Hospital,Cameron,34,12/3/2018,11/30/2018,,,,Central Texas WDA,Milam,,
Texas,Cameron Clinic,Cameron,7,12/3/2018,11/30/2018,,,,Central Texas WDA,Milam,,
Texas,Meridian Surgery Center,Austin,1,12/3/2018,11/30/2018,,,,Capital Area WDA,Travis,,
Texas,Little River Healthcare-gastroenterology,Round Rock,3,12/3/2018,11/30/2018,,,,Rural Capital WDA,Williamson,,
Texas,Georgetown Orthopedics,Georgetown,32,12/3/2018,11/30/2018,,,,Rural Capital WDA,Williamson,,
Texas,Georgetown Imaging,Georgetown,13,12/3/2018,11/30/2018,,,,Rural Capital WDA,Williamson,,
Texas,Harker Heights Women's Center,Harker Heights,4,12/3/2018,11/30/2018,,,,Central Texas WDA,Bell,,
Texas,Killeen Clinic,Killeen,4,12/3/2018,11/30/2018,,,,Central Texas WDA,Bell,,
Texas,Little River Healthcare Pharmacy,Temple,6,12/3/2018,11/30/2018,,,,Central Texas WDA,Bell,,
Texas,King's Daughters Clinic,Temple,4,12/3/2018,11/30/2018,,,,Central Texas WDA,Bell,,
Texas,Temple Surgery Center,Temple,124,12/3/2018,11/30/2018,,,,Central Texas WDA,Bell,,
Texas,Waco Imaging,Waco,6,12/3/2018,11/30/2018,,,,Central Texas WDA,McLennan,,
Texas,Central Texas Urology,Waco,33,12/3/2018,11/30/2018,,,,Central Texas WDA,McLennan,,
Texas,Manager Group-Austin,Austin,6,12/3/2018,11/30/2018,,,,Rural Capital WDA,Williamson,,
Texas,Manager Group-Temple,Temple,20,12/3/2018,11/30/2018,,,,Heart of Texas WDA,Bell,,
Texas,Bergeson Spine Clinic,Georgetown,6,12/3/2018,11/30/2018,,,,Rural Capital WDA,Williamson,,
Texas,Petrobras America Inc.,Houston,50,12/3/2018,2/28/2019,,,,Gulf Coast WDA,Harris,,
Texas,Rockdale Hospital,Rockdale,148,12/3/2018,12/7/2018,,,,Central Texas WDA,Milam,,
Texas,Boeing - El Paso,El Paso,2,11/21/2018,1/25/2019,,,,Borderplexjobs WDA,El Paso,,
Texas,Comerica Inc.,Dallas,60,11/19/2018,1/25/2019,,,,Dallas County WDA,Dallas,,
Texas,"Pioneer Natural Sands, LLC.-Brady Plant",Brady,219,11/13/2018,1/14/2019,,,,Concho Valley WDA,McCulloch,,
Texas,Altice,Lubbock,147,11/9/2018,1/12/2019,,,,South Plains WDA,Lubbock,,
Texas,"Product & Logistics Services, LLC.",Von Ormy,16,11/8/2018,1/7/2019,,,,Alamo WDA,Bexar,,
Texas,Product & Logistics-Pleasantville,Pleasanton,172,11/8/2018,1/7/2019,,,,Alamo WDA,Atascosa,,
Texas,DAL Global Services-Austin-Bergstrom,Bergstrom AFB,165,11/8/2018,1/14/2018,,,,Capital Area WDA,Travis,,
Texas,Alorica,Beaumont,367,11/7/2018,1/25/2019,,,,South East Texas WDA,Jefferson,,
Texas,Covia,Voca,93,11/6/2018,1/31/2019,,,,Concho Valley WDA,McCulloch,,
Texas,Boeing - El Paso,El Paso,1,11/5/2018,1/1/2019,,,,Borderplexjobs WDA,El Paso,,
Texas,"XLC Services, LLC",DeSoto,150,11/5/2018,11/4/2019,,,,Dallas County WDA,Dallas,,
Texas,Savers,El Paso,94,11/2/2018,12/31/2018,,,,Borderplexjobs WDA,El Paso,,
Texas,Star Shuttle,San Antonio,200,11/1/2018,11/1/2018,,,,Alamo WDA,Bexar,,
Texas,Coca Cola-Southwest Beverages,Dallas,97,10/31/2018,2/1/2019,,,,Dallas County WDA,Dallas,,
Texas,"Neighbors Health, LLC.",Houston,56,10/29/2018,11/1/2018,,,,Gulf Coast WDA,Harris,,
Texas,Acme Brick-Round Rock,Round Rock,31,10/29/2018,2/22/2019,,,,Rural Capital WDA,Williamson,,
Texas,Acme Brick-Carrollton,Carrollton,42,10/29/2018,1/5/2019,,,,Dallas County WDA,Dallas,,
Texas,Conduent,Houston,213,10/26/2018,12/31/2018,,,,Gulf Coast WDA,Harris,,
Texas,Siemens Energy Inc,Houston,200,10/25/2018,12/31/2018,,,,Gulf Coast WDA,Harris,,
Texas,Skinny IT,Frisco,8,10/23/2018,10/23/2018,,,,North Central Texas WDA,Collin,,
Texas,Sears & Roebuck #01277 and #06409,San Antonio,89,10/18/2018,12/31/2018,,,,Alamo WDA,Bexar,,
Texas,"Del Monte Foods, Inc.",Crystal City,63,10/12/2018,10/29/2018,,,,Middle Rio Grande WDA,Zavala,,
Texas,Alsco-Center Branch,Houston,145,10/9/2018,1/4/2019,,,,Gulf Coast WDA,Harris,,
Texas,Boeing - El Paso,El Paso,146,10/3/2018,12/14/2018,,,,Borderplexjobs WDA,El Paso,,
Texas,JP Morgan Chase & Co.-San Antonio,San Antonio,107,10/2/2018,12/1/2018,,,,Alamo WDA,Bexar,,
Texas,Austin American Statesman,Austin,25,9/28/2018,10/12/2018,,,,Capital Area WDA,Travis,,
Texas,Challenge Manufacturing-Lone Star Assembly Plant 6,Irving,89,9/26/2018,11/26/2018,,,,Dallas County WDA,Dallas,,
Texas,Xome Realty Services,Lewisville,72,9/25/2018,11/20/2018,,,,North Central Texas WDA,Denton,,
Texas,Ambit Management LLC,Plano,92,9/19/2018,11/19/2018,,,,North Central Texas WDA,Collin,,
Texas,Boeing Company,Houston,1,9/14/2018,11/16/2018,,,,Gulf Coast WDA,Harris,,
Texas,JP Morgan Chase & Co.,Houston,102,9/13/2018,11/12/2018,,,,Gulf Coast WDA,Harris,,
Texas,Walmart #5324,San Antonio,77,9/12/2018,11/23/2018,,,,Alamo WDA,Bexar,,
Texas,102,San Angelo,69,9/5/2018,11/3/2018,,,,Concho Valley WDA,Tom Green,,
Texas,LGSTX Distribution Services,DFW Airport,259,9/5/2018,9/30/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Boon Group,Austin,81,9/4/2018,11/4/2018,,,,Capital Area WDA,Travis,,
Texas,"Tribune Broadcasting Company, LLC-KDAF",Dallas,68,9/1/2018,11/6/2018,,,,Dallas County WDA,Dallas,,
Texas,Tribune Broadcasting Co. - KIAH,Houston,52,9/1/2018,11/6/2018,,,,Gulf Coast WDA,Harris,,
Texas,Sears Auto Center #06577,Houston,11,8/24/2018,11/25/2018,,,,Gulf Coast WDA,Harris,,
Texas,Sears & Roebuck #01067,Houston,89,8/24/2018,11/25/2018,,,,Gulf Coast WDA,Harris,,
Texas,"ABM Aviation, Inc.",DFW Airport,600,8/20/2018,10/17/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Alsco-Blankenship Branch,Houston,120,8/9/2018,10/8/2018,,,,Gulf Coast WDA,Harris,,
Texas,XPO Logistics Supply Chain,Coppell,67,8/9/2018,9/10/2018,,,,6,Dallas,,
Texas,Williamson-Dickie,Uvalde,156,8/9/2018,10/9/2018,,,,27,Uvalde,,
Texas,Inserso-Global Services Center,San Antonio,67,8/1/2018,9/30/2018,,,,20,Bexar,,
Texas,General Dynamics-CSRA,Fort Hood,77,8/1/2018,10/31/2018,,,,Central Texas WDA,Bell,,
Texas,Rexam Beverage Can,Longview,85,7/31/2018,9/30/2018,,,,8,Gregg,,
Texas,Argyle Security Group-,San Antonio,32,7/31/2018,7/31/2018,,,,20,Bexar,,
Texas,Rexam Beverage Can,Longview,85,7/31/2018,9/30/2018,,,,East Texas WDA,Gregg,,
Texas,"MV Transportation, Inc.-Austin",Austin,212,7/30/2018,9/30/2018,,,,Capital Area WDA,Travis,,
Texas,"ATP2, LLC-Financial Service Center",Austin,188,7/28/2018,8/10/2018,,,,14,Travis,,
Texas,"ATP2, LLC-Financial Service Center",Austin,71,7/28/2018,8/10/2018,,,,Capital Area WDA,Travis,,
Texas,Capital One-Plano,Plano,286,7/26/2018,10/1/2018,,,,North Central Texas WDA,Collin,,
Texas,"Atlassian, Inc.",Austin,101,7/26/2018,9/28/2018,,,,Capital Area WDA,Travis,,
Texas,Capital One-Plano,Plano,286,7/26/2018,10/1/2018,,,,North Central Texas WDA,Collin,,
Texas,DaVita Rx,Coppell,869,7/26/2018,9/23/2018,,,,Dallas County WDA,Dallas,,
Texas,"Atlassian, Inc.",Austin,101,7/26/2018,9/28/2018,,,,Capital Area WDA,Travis,,
Texas,Monogram Foods-Monogram Pet Treats,Schulenburg,84,7/18/2018,9/16/2018,,,,Rural Capital WDA,Fayette,,
Texas,Wellbridge Healthcare Plano,Plano,96,7/12/2018,8/4/2018,,,,North Central Texas WDA,Collin,,
Texas,Wellbridge Healthcare San Marcos,San Marcos,61,7/12/2018,8/4/2018,,,,Rural Capital WDA,Hays,,
Texas,Wellbridge Healthcare Ft. Worth,Ft. Worth,77,7/12/2018,8/4/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Koontz-Wagner,Houston,52,7/11/2018,7/11/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Ricoh USA, Inc.",Houston,28,7/10/2018,9/8/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Ricoh USA, Inc.-Nortwest Freeway",Houston,3,7/10/2018,9/8/2018,,,,Gulf Coast WDA,Harris,,
Texas,Stamford Memorial Hospital,Stamford,54,7/6/2018,7/2/2018,,,,West Central WDA,Jones,,
Texas,Packers Sanitation Services- Don Miguels Facility,Dallas,115,7/6/2018,7/22/2018,,,,Dallas County WDA,Dallas,,
Texas,Walmart #474,Edna,88,6/20/2018,8/31/2018,,,,Golden Crescent WDA,Jackson,,
Texas,Stamford Memorial Hospital,Stamford,29,6/19/2018,6/19/2018,,,,West Central WDA,Jones,,
Texas,"PPG Architectural Coastings Finishes, Inc.",Houston,52,6/18/2018,11/30/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Account Control Technology, Inc.-Dallas",Dallas,100,6/15/2018,6/14/2018,,,,Dallas County WDA,Dallas,,
Texas,"Account Control Technology, Inc.-San Angelo",San Angelo,72,6/15/2018,8/17/2018,,,,Concho Valley WDA,Tom Green,,
Texas,"ECS Refining, Inc.",Mesquite,108,6/14/2018,8/10/2018,,,,Dallas County WDA,Dallas,,
Texas,Baker Hughes-Schertz,Schertz,266,6/6/2018,6/1/2018,,,,Alamo WDA,Comal,,
Texas,Kmart-Laredo,Laredo,79,5/31/2018,9/2/2018,,,,South Texas WDA,Webb,,
Texas,Zachary Engineering Corp.,Amarillo,100,5/29/2018,8/3/2018,,,,Panhandle WDA,Potter,,
Texas,Boeing Company,Houston,1,5/18/2018,6/20/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Restoration Hardware, Inc.",Grand Prairie,123,5/17/2018,6/29/2018,,,,Dallas County WDA,Dallas,,
Texas,College Station Medical Center,College Station,80,5/16/2018,7/16/2018,,,,Brazos Valley WDA,Brazos,,
Texas,College Station RHC Co. LLC,Brenham,88,5/16/2018,7/16/2018,,,,Brazos Valley WDA,Washington,,
Texas,Acuity Hospital of South TX,San Antonio,137,5/15/2018,7/14/2018,,,,Alamo WDA,Bexar,,
Texas,Bay Area Regional Medical Center,Webster,956,5/10/2018,5/4/2018,,,,Gulf Coast WDA,Harris,,
Texas,XTO Energy Inc.,Ft. Worth,1200,5/9/2018,7/1/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Trinity Steel Fabricators-Tomball,Tomball,158,5/7/2018,5/7/2018,,,,Gulf Coast WDA,Harris,,
Texas,Trinity Steel Fabricators-Corporate,Houston,20,5/7/2018,5/7/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Genpact Mortgage Services, Inc.",Richardson,124,5/4/2018,5/1/2018,,,,North Central Texas WDA,Collin,,
Texas,Aramark Campus Services-Texas Womans Univ.,Denton,110,5/4/2018,6/1/2018,,,,North Central Texas WDA,Denton,,
Texas,KBR-Longview,Longview,229,5/3/2018,6/30/2018,,,,East Texas WDA,Gregg,,
Texas,Harman International,Richardson,17,4/25/2018,10/31/2018,,,,North Central Texas WDA,Collin,,
Texas,Paramedics Plus,Bellmead,91,4/23/2018,7/31/2018,,,,Heart of Texas WDA,McLennan,,
Texas,Arjo - Wetmore Rd,San Antonio,54,4/18/2018,6/9/2018,,,,Alamo WDA,Bexar,,
Texas,Boyd's Coffee,Houston,8,4/18/2018,6/21/2018,,,,Heart of Texas WDA,Harris,,
Texas,Arjo - Wetmore Rd,San Antonio,54,4/18/2018,6/9/2018,,,,Alamo WDA,Bexar,,
Texas,NRG Energy,Houston,8,4/17/2018,7/2/2018,,,,Gulf Coast WDA,Harris,,
Texas,Atlantic Coffee Solutions,Houston,279,4/16/2018,6/12/2018,,,,Gulf Coast WDA,Harris,,
Texas,Capital One Bank - Plano,Plano,102,4/11/2018,7/1/2018,,,,North Central Texas WDA,Collin,,
Texas,Durham School Services-Justin,Justin,250,4/11/2018,6/9/2018,,,,North Central Texas WDA,Denton,,
Texas,Vistra Energy- Dynegy Corporate Headquarters,Houston,308,4/11/2018,6/11/2018,,,,Gulf Coast WDA,Harris,,
Texas,Capital One Bank - Plano,Plano,102,4/11/2018,7/1/2018,,,,North Central Texas WDA,Collin,,
Texas,Durham School Services-Justin,Justin,250,4/11/2018,6/9/2018,,,,North Central Texas WDA,Denton,,
Texas,Vistra Energy- Dynegy Corporate Headquarters,Houston,308,4/11/2018,6/11/2018,,,,Gulf Coast WDA,Harris,,
Texas,Aramark Campus Services-Abilene Christian Univ.,Abilene,150,4/9/2018,6/9/2018,,,,West Central WDA,Taylor,,
Texas,Aramark Facility Services-GM Arlington,Arlington,221,4/5/2018,9/30/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Borr Drilling Limited-Paragon Offshore Limited,Houston,66,4/5/2018,3/29/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Baker Metal Products, Inc.",Dallas,44,3/27/2018,3/31/2018,,,,Dallas County WDA,Dallas,,
Texas,Baker Metal Products-Merrell Rd.,Dallas,22,3/27/2018,3/31/2018,,,,Dallas County WDA,Dallas,,
Texas,Baker Metal Products-Carrollton,Carrollton,11,3/27/2018,5/31/2018,,,,Dallas County WDA,Dallas,,
Texas,Baker Metal Products-Willowbook,Dallas,2,3/27/2018,5/31/2018,,,,Dallas County WDA,Dallas,,
Texas,"Baker Metal Products, Inc.",Dallas,44,3/27/2018,3/31/2018,,,,Dallas County WDA,Dallas,,
Texas,Boyd's Coffee- San Antonio,San Antonio,2,3/23/2018,5/23/2018,,,,Alamo WDA,Bexar,,
Texas,Boyd's Coffee-Northlake,Northlake,1,3/23/2018,5/23/2018,,,,North Central Texas WDA,Denton,,
Texas,"AT&T Communications, Inc.",Houston,117,3/22/2018,5/26/2018,,,,Gulf Coast WDA,Harris,,
Texas,Toys R Us -Distribution Center,Midlothian,137,3/15/2018,5/14/2018,,,,North Central Texas WDA,Ellis,,
Texas,NRG Energy,Houston,89,3/15/2018,5/8/2018,,,,Gulf Coast WDA,Harris,,
Texas,Bank of America-Amon Carter,Ft. Worth,87,2/27/2018,6/15/2018,,,,Tarrant County WDA,Tarrant,,
Texas,"Jason Pharmaceuticals, Inc. dba Medifast",Coppell,66,2/27/2018,6/29/2018,,,,Dallas County WDA,Dallas,,
Texas,"Arrow Electronics, Inc.-Dallas",Dallas,66,2/23/2018,4/24/2018,,,,Dallas County WDA,Dallas,,
Texas,Capital One-Plano,Plano,103,2/22/2018,5/1/2018,,,,North Central Texas WDA,Collin,,
Texas,Hart-Hanks-Texarkana,Texarkana,460,2/20/2018,4/19/2018,,,,North East Texas WDA,Bowie,,
Texas,Jacobs Field Services NA- Celanese Pasadena,Pasadena,81,2/20/2018,2/28/2018,,,,Gulf Coast WDA,Harris,,
Texas,Nueterra-Cook Children's NE Hospital,Hurst,158,2/19/2018,4/23/2018,,,,Tarrant County WDA,Tarrant,,
Texas,"Lufkin Industries, Inc. (GE Oil & Gas)-",Lufkin,78,2/16/2018,6/1/2018,,,,Deep East Texas WDA,Angelina,,
Texas,Omni Hotels and Resorts,Austin,,2/16/2018,4/30/2018,,,,Capital Area WDA,Travis,,
Texas,Transamerica Life Insurance Co. - Plano,Plano,264,2/16/2018,4/14/2018,,,,North Central Texas WDA,Collin,,
Texas,"Aptim Maintenance, LLC-Deer Park",Deer Park,327,2/16/2018,2/28/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Brock Services, LLC-Celanese Clear Lake",Pasadena,88,2/16/2018,2/26/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Brock Services, LLC-Celanese Bay City",Bay City,29,2/16/2018,2/26/2018,,,,Gulf Coast WDA,Matagorda,,
Texas,Harman International,Richardson,7,2/16/2018,4/30/2018,,,,North Central Texas WDA,Collin,,
Texas,Jacobs Field Services NA-Celanese Bay City,Bay City,10,2/14/2018,2/28/2018,,,,Gulf Coast WDA,Matagorda,,
Texas,Jacobs Field Services NA-Celanese Bishop,Bishop,140,2/14/2018,2/28/2018,,,,Coastal Bend WDA,Nueces,,
Texas,Cenveo Corp.-Ennis,Ennis,192,2/13/2018,2/13/2018,,,,North Central Texas WDA,Ellis,,
Texas,Jacobson Warehouse dba XPO Logistics Supply Chain,Flower Mound,58,2/9/2018,3/31/2018,,,,North Central Texas WDA,Denton,,
Texas,Wells Fargo-San Antonio-Bankruptcy Group,San Antonio,73,2/7/2018,2/8/2018,,,,Alamo WDA,Bexar,,
Texas,"Aptim Maintenance, LLC-Gregory",Gregory,221,2/1/2018,2/28/2018,,,,Coastal Bend WDA,San Patricio,,
Texas,Academy Sports & Outdoors Headquarters,Katy,57,1/22/2018,4/13/2018,,,,Gulf Coast WDA,Harris,,
Texas,Northurp-Gruman Systems Corp.,Fort Hood,59,1/18/2018,3/22/2018,,,,Central Texas WDA,Bell,,
Texas,Success Partners-Plano,Plano,43,1/18/2018,1/15/2018,,,,North Central Texas WDA,Collin,,
Texas,Success Parnters-Lake Dallas,Lake Dallas,15,1/18/2018,1/15/2018,,,,North Central Texas WDA,Denton,,
Texas,Transcom Worldwide (US) Inc.,San Antonio,172,1/15/2018,3/31/2018,,,,Alamo WDA,Bexar,,
Texas,Dish Network-El Paso,El Paso,90,1/12/2018,3/18/2018,,,,Upper Rio Grande WDA,El Paso,,
Texas,Maersk Oil Houston,Houston,84,1/12/2018,1/12/2018,,,,Gulf Coast WDA,Harris,,
Texas,Sam's Club #6416,San Antonio,163,1/11/2018,3/16/2018,,,,Alamo WDA,Bexar,,
Texas,Evolent Health,Corpus Ch,91,1/9/2018,3/31/2017,,,,Coastal Bend WDA,Nueces,,
Texas,Sears Holdings - #01847,Austin,57,1/9/2018,4/8/2018,,,,Capital Area WDA,Travis,,
Texas,Sears Holdings - #02757,Austin,8,1/9/2018,4/8/2018,,,,Capital Area WDA,Travis,,
Texas,Aramark Facility Services-Valley Baptist Brownsville,Brownsville,50,1/4/2018,2/28/2018,,,,Cameron County WDA,Cameron,,
Texas,"Ricoh USA, Inc.",Houston,150,1/3/2018,3/4/2018,,,,Gulf Coast WDA,Harris,,
Texas,"Parker School Uniforms, LLC",Houston,320,1/3/2018,1/3/2018,,,,Gulf Coast WDA,Harris,,
Texas,Assurant Mobile Solutions- BroadTech LLC,Lewisville,250,1/3/2018,2/1/2018,,,,North Central Texas WDA,Denton,,
Texas,Aramark Facility Services- Valley Baptist Harlingen,Harlingen,160,12/29/2017,2/28/2018,,,,Cameron County WDA,Cameron,,
Texas,Aramark Services-Baylor Scott & White,Dallas,105,12/21/2017,2/28/2018,,,,Dallas County WDA,Dallas,,
Texas,Baylor Scott & White Medical Center,Dallas,711,12/21/2017,3/1/2018,,,,Dallas County WDA,Dallas,,
Texas,Boeing Company,Houston,1,12/21/2017,12/16/2018,,,,Gulf Coast WDA,Harris,,
Texas,Harman International,Richardson,12,12/19/2017,12/28/2017,,,,North Central Texas WDA,Collin,,
Texas,AT&T - Dallas,Dallas,280,12/14/2017,2/17/2018,,,,Dallas County WDA,Dallas,,
Texas,Noble Americas Corp.,Houston,67,12/13/2017,12/31/2017,,,,Gulf Coast WDA,Harris,,
Texas,Harden Pharmacy dba MBS Pharmacy-Ft. Worth,Ft. Worth,48,12/8/2017,2/5/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Harden Pharmacy dba MBS Pharmacy-Round Rock,Round Rock,92,12/8/2017,2/5/2018,,,,None,Williamson,,
Texas,Lectrus Corporation,Houston,64,12/7/2017,2/5/2018,,,,Gulf Coast WDA,Harris,,
Texas,Crothall Healthcare-Bay Area Medical Center,Webster,94,12/6/2017,1/31/2018,,,,Gulf Coast WDA,Harris,,
Texas,Eaton Crouse-Hinds Division,Houston,52,11/20/2017,1/16/2018,,,,Gulf Coast WDA,Harris,,
Texas,Southstar LLC - Kroger Facility,Keller,690,11/17/2017,12/10/2017,,,,Tarrant County WDA,Tarrant,,
Texas,Harman International,Richardson,6,11/17/2017,1/31/2018,,,,North Central Texas WDA,Collin,,
Texas,Luminant Generation-Three Oaks Mine,Elgin,255,11/15/2017,1/13/2018,,,,Rural Capital WDA,Bastrop,,
Texas,"Restoration Hardware, Inc.",Grand Prairie,54,11/13/2017,1/19/2018,,,,Dallas County WDA,Dallas,,
Texas,Luminant Generation-Shadow Plant Unit 4 & 5,Rockdale,135,11/10/2017,1/13/2018,,,,Central Texas WDA,Milam,,
Texas,Luminant Generation Co. LLC,Mount Pleasant,192,11/10/2017,1/13/2018,,,,North East Texas WDA,Titus,,
Texas,CGI Federal Inc.,San Antonio,169,11/10/2017,1/18/2018,,,,Alamo WDA,Bexar,,
Texas,"Aptim Maintenance, LLC",Texas City,103,11/8/2017,12/3/2017,,,,Gulf Coast WDA,Galveston,,
Texas,Capital One-Plano,Plano,768,11/8/2017,1/8/2018,,,,North Central Texas WDA,Collin,,
Texas,Zenith Education Group - Houston,Houston,34,11/3/2017,1/8/2018,,,,Gulf Coast WDA,Harris,,
Texas,Zenith Education Group-Ft Worth,Ft. Worth,31,11/3/2017,1/8/2018,,,,Tarrant County WDA,Tarrant,,
Texas,Zenith Education Group - Arlington,Arlington,30,11/3/2017,1/8/2018,,,,Tarrant County WDA,Tarrant,,
Texas,East Houston Regional Medical Center,Houston,479,11/3/2017,11/10/2017,,,,Gulf Coast WDA,Harris,,
Texas,Zenith Education Group - Austin,Austin,28,11/3/2017,1/8/2018,,,,Capital Area WDA,Travis,,
Texas,Zenith Education Group - San Antonio,San Antonio,29,11/3/2017,1/8/2018,,,,Alamo WDA,Bexar,,
Texas,Overwatch Systems dba Textron Systems Advanced Information Solutions,Austin,46,11/2/2017,12/31/2017,,,,Capital Area WDA,Travis,,
Texas,Walmart #6589,San Antonio,67,11/2/2017,1/5/2017,,,,Alamo WDA,Bexar,,
Texas,"Dayton Superior, Inc. - New Braunfels",New Braunfels,90,11/2/2017,1/3/2018,,,,Alamo WDA,Comal,,
Texas,"Clearwater Research, Inc.",San Marcos,2,10/27/2017,12/31/2017,,,,Rural Capital WDA,Hays,,
Texas,PharMerica-#8888 Arlington Central Pharmacy,Arlington,20,10/27/2017,12/24/2017,,,,Tarrant County WDA,Tarrant,,
Texas,PharMerica-#8840 Dallas-LTACH,Dallas,10,10/27/2017,10/24/2017,,,,Dallas County WDA,Dallas,,
Texas,PharMerica-#8610 Dallas-KHPS,Dallas,10,10/27/2017,12/24/2017,,,,Dallas County WDA,Dallas,,
Texas,First Data - Sugar Land,Sugar Land,406,10/27/2017,1/1/2018,,,,Gulf Coast WDA,Fort Bend,,
Texas,PharMerica-#8649 Arlington KHPS,Arlington,2,10/27/2017,12/24/2017,,,,Tarrant County WDA,Tarrant,,
Texas,"Cornbread Ventures, LP - Ztejas",Austin,24,10/23/2017,10/22/2017,,,,Rural Capital WDA,Williamson,,
Texas,Aramark-Aero Café,Ft. Worth,56,10/20/2017,12/22/2017,,,,Tarrant County WDA,Tarrant,,
